Geography,Segment,Variety,Timeframe,Period,"Current Year Week Ending","Units Prior Year","Units Current Year","Unit Variance","Dollars Prior Year","Dollars Current Year","Dollar Variance","ASP Prior Year","ASP Current Year","ASP Variance"
Hartford/Springfield,Avocados,Hass,"Last 04 Wks",3,"2021-03-21 00:00:00",1403961.00,1659895.00,0.182000000,2244133.00,2137080.00,-0.048000000,1.598429728,1.287479027,-0.194535109
Houston,Avocados,Hass,"Last 04 Wks",3,"2021-03-21 00:00:00",5156629.00,5165023.00,0.002000000,4270996.00,3702926.00,-0.133000000,0.828253497,0.716923429,-0.134415451
Indianapolis,Avocados,Hass,"Last 04 Wks",3,"2021-03-21 00:00:00",1136605.00,1144666.00,0.007000000,1293279.00,1042819.00,-0.194000000,1.137843842,0.911024701,-0.199341186
Jacksonville,Avocados,Hass,"Last 04 Wks",3,"2021-03-21 00:00:00",924218.00,1007156.00,0.090000000,1068999.00,1013741.00,-0.052000000,1.156652435,1.006538213,-0.129783345
"Las Vegas",Avocados,Hass,"Last 04 Wks",3,"2021-03-21 00:00:00",1432954.00,1843693.00,0.287000000,1608965.00,1659218.00,0.031000000,1.122830879,0.899942669,-0.198505593
"Los Angeles",Avocados,Hass,"Last 04 Wks",3,"2021-03-21 00:00:00",10578048.00,12609382.00,0.192000000,14406602.00,15280721.00,0.061000000,1.361933884,1.211853285,-0.110196685
Louisville,Avocados,Hass,"Last 04 Wks",3,"2021-03-21 00:00:00",549970.00,561253.00,0.021000000,601940.00,548591.00,-0.089000000,1.094496063,0.977439764,-0.106949950
"Miami/FT. Lauderdale",Avocados,Hass,"Last 04 Wks",3,"2021-03-21 00:00:00",3933917.00,4549820.00,0.157000000,4616947.00,4550190.00,-0.014000000,1.173625931,1.000081322,-0.147870462
Nashville,Avocados,Hass,"Last 04 Wks",3,"2021-03-21 00:00:00",1252735.00,1277841.00,0.020000000,1301476.00,1236266.00,-0.050000000,1.038907670,0.967464653,-0.068767436
"Northern New England",Avocados,Hass,"Last 04 Wks",3,"2021-03-21 00:00:00",1982612.00,2280754.00,0.150000000,2708610.00,2444884.00,-0.097000000,1.366182591,1.071963044,-0.215358876
"New Orleans/Mobile",Avocados,Hass,"Last 04 Wks",3,"2021-03-21 00:00:00",1365304.00,1537673.00,0.126000000,1376713.00,1259409.00,-0.085000000,1.008356381,0.819035647,-0.187751808
"New York",Avocados,Hass,"Last 04 Wks",3,"2021-03-21 00:00:00",7320981.00,9481995.00,0.295000000,12061913.00,10639676.00,-0.118000000,1.647581519,1.122092555,-0.318945653
Orlando,Avocados,Hass,"Last 04 Wks",3,"2021-03-21 00:00:00",2318897.00,2584248.00,0.114000000,2521447.00,2473822.00,-0.019000000,1.087347562,0.957269581,-0.119628705
Peoria/Springfield,Avocados,Hass,"Last 04 Wks",3,"2021-03-21 00:00:00",520110.00,565562.00,0.087000000,620716.00,498130.00,-0.197000000,1.193432159,0.880769924,-0.261985763
Philadelphia,Avocados,Hass,"Last 04 Wks",3,"2021-03-21 00:00:00",2354243.00,2974647.00,0.264000000,3390435.00,3062515.00,-0.097000000,1.440138083,1.029538967,-0.285110935
Phoenix/Tucson,Avocados,Hass,"Last 04 Wks",3,"2021-03-21 00:00:00",5368523.00,5935791.00,0.106000000,4944762.00,4524472.00,-0.085000000,0.921065626,0.762235732,-0.172441452
Pittsburgh,Avocados,Hass,"Last 04 Wks",3,"2021-03-21 00:00:00",543825.00,602470.00,0.108000000,700337.00,620963.00,-0.113000000,1.287798465,1.030695304,-0.199645494
Portland,Avocados,Hass,"Last 04 Wks",3,"2021-03-21 00:00:00",2834600.00,3035108.00,0.071000000,3851486.00,3392846.00,-0.119000000,1.358740563,1.117866646,-0.177277343
Providence,Avocados,Hass,"Last 04 Wks",3,"2021-03-21 00:00:00",350582.00,411089.00,0.173000000,573634.00,597436.00,0.041000000,1.636233463,1.453300867,-0.111801036
Raleigh/Greensboro,Avocados,Hass,"Last 04 Wks",3,"2021-03-21 00:00:00",1827509.00,2084681.00,0.141000000,2157980.00,2136575.00,-0.010000000,1.180831394,1.024893017,-0.132058122
Richmond/Norfolk,Avocados,Hass,"Last 04 Wks",3,"2021-03-21 00:00:00",1453227.00,1520869.00,0.047000000,1491646.00,1490954.00,0.000000000,1.026437026,0.980330324,-0.044919172
Roanoke,Avocados,Hass,"Last 04 Wks",3,"2021-03-21 00:00:00",817951.00,887600.00,0.085000000,845279.00,845529.00,0.000000000,1.033410314,0.952601397,-0.078196353
Sacramento,Avocados,Hass,"Last 04 Wks",3,"2021-03-21 00:00:00",1921394.00,2085450.00,0.085000000,2975312.00,2679374.00,-0.099000000,1.548517379,1.284794169,-0.170306910
"San Diego",Avocados,Hass,"Last 04 Wks",3,"2021-03-21 00:00:00",1997530.00,2267243.00,0.135000000,2716951.00,2887481.00,0.063000000,1.360155292,1.273564854,-0.063662170
"San Francisco",Avocados,Hass,"Last 04 Wks",3,"2021-03-21 00:00:00",3688940.00,3724908.00,0.010000000,6021746.00,5065208.00,-0.159000000,1.632378407,1.359820967,-0.166969520
Seattle,Avocados,Hass,"Last 04 Wks",3,"2021-03-21 00:00:00",2515419.00,2739376.00,0.089000000,4442783.00,3667537.00,-0.174000000,1.766219862,1.338822053,-0.241984488
"South Carolina",Avocados,Hass,"Last 04 Wks",3,"2021-03-21 00:00:00",2032977.00,2298147.00,0.130000000,2338652.00,2370951.00,0.014000000,1.150358317,1.031679436,-0.103166882
Spokane,Avocados,Hass,"Last 04 Wks",3,"2021-03-21 00:00:00",318401.00,374463.00,0.176000000,451460.00,412860.00,-0.085000000,1.417897557,1.102538836,-0.222412910
"St. Louis",Avocados,Hass,"Last 04 Wks",3,"2021-03-21 00:00:00",846104.00,881146.00,0.041000000,1118804.00,814039.00,-0.272000000,1.322300805,0.923841225,-0.301338075
Syracuse,Avocados,Hass,"Last 04 Wks",3,"2021-03-21 00:00:00",368496.00,417497.00,0.133000000,498937.00,461622.00,-0.075000000,1.353982133,1.105689382,-0.183379636
Tampa,Avocados,Hass,"Last 04 Wks",3,"2021-03-21 00:00:00",2456531.00,2742102.00,0.116000000,2669483.00,2432553.00,-0.089000000,1.086688098,0.887112514,-0.183654890
Toledo,Avocados,Hass,"Last 04 Wks",3,"2021-03-21 00:00:00",614647.00,623272.00,0.014000000,642352.00,562570.00,-0.124000000,1.045074653,0.902607529,-0.136322437
"West Tex/New Mexico",Avocados,Hass,"Last 04 Wks",3,"2021-03-21 00:00:00",3632353.00,4362913.00,0.201000000,3694989.00,3281992.00,-0.112000000,1.017243919,0.752247867,-0.260503943
Wichita,Avocados,Hass,"Last 04 Wks",3,"2021-03-21 00:00:00",473422.00,495240.00,0.046000000,458194.00,391225.00,-0.146000000,0.967834194,0.789970519,-0.183774944
"Total U.S.",Avocados,Hass,"Last 04 Wks",4,"2021-04-18 00:00:00",170075111.00,170188449.00,0.001000000,213233094.00,199517255.00,-0.064000000,1.253758370,1.172331355,-0.064946338
California,Avocados,Hass,"Last 04 Wks",4,"2021-04-18 00:00:00",25328104.00,25198541.00,-0.005000000,36077979.00,35007789.00,-0.030000000,1.424424781,1.389278411,-0.024674079
"Great Lakes",Avocados,Hass,"Last 04 Wks",4,"2021-04-18 00:00:00",16711572.00,15924550.00,-0.047000000,21258589.00,20089881.00,-0.055000000,1.272087928,1.261566638,-0.008270883
Midsouth,Avocados,Hass,"Last 04 Wks",4,"2021-04-18 00:00:00",17800811.00,17879947.00,0.004000000,22050662.00,20973587.00,-0.049000000,1.238744797,1.173022884,-0.053055248
Northeast,Avocados,Hass,"Last 04 Wks",4,"2021-04-18 00:00:00",22594658.00,25255382.00,0.118000000,34486272.00,31657700.00,-0.082000000,1.526302014,1.253503115,-0.178731926
Plains,Avocados,Hass,"Last 04 Wks",4,"2021-04-18 00:00:00",8679087.00,8423228.00,-0.029000000,10717658.00,9589496.00,-0.105000000,1.234883116,1.138458558,-0.078083956
"South Central",Avocados,Hass,"Last 04 Wks",4,"2021-04-18 00:00:00",27682054.00,24597006.00,-0.111000000,25982943.00,22342356.00,-0.140000000,0.938620487,0.908336405,-0.032264459
Southeast,Avocados,Hass,"Last 04 Wks",4,"2021-04-18 00:00:00",22180103.00,23679351.00,0.068000000,26733191.00,25559650.00,-0.044000000,1.205278037,1.079406695,-0.104433449
West,Avocados,Hass,"Last 04 Wks",4,"2021-04-18 00:00:00",29098722.00,29230444.00,0.005000000,35925801.00,34296796.00,-0.045000000,1.234617830,1.173324497,-0.049645592
Albany,Avocados,Hass,"Last 04 Wks",4,"2021-04-18 00:00:00",532243.00,620817.00,0.166000000,708622.00,621856.00,-0.122000000,1.331388107,1.001673601,-0.247647177
Atlanta,Avocados,Hass,"Last 04 Wks",4,"2021-04-18 00:00:00",3438387.00,3121853.00,-0.092000000,3998567.00,3524083.00,-0.119000000,1.162919415,1.128843350,-0.029302172
Baltimore/Washington,Avocados,Hass,"Last 04 Wks",4,"2021-04-18 00:00:00",4723289.00,4305379.00,-0.088000000,6829373.00,5835570.00,-0.146000000,1.445893529,1.355413774,-0.062577052
Birmingham/Montgomery,Avocados,Hass,"Last 04 Wks",4,"2021-04-18 00:00:00",1399272.00,1433390.00,0.024000000,1525046.00,1493031.00,-0.021000000,1.089885312,1.041608355,-0.044295447
Boise,Avocados,Hass,"Last 04 Wks",4,"2021-04-18 00:00:00",470739.00,523160.00,0.111000000,690542.00,665000.00,-0.037000000,1.466931782,1.271121645,-0.133482783
Boston,Avocados,Hass,"Last 04 Wks",4,"2021-04-18 00:00:00",2974541.00,2958878.00,-0.005000000,4840673.00,4282340.00,-0.115000000,1.627368054,1.447285086,-0.110659029
Buffalo/Rochester,Avocados,Hass,"Last 04 Wks",4,"2021-04-18 00:00:00",871236.00,890425.00,0.022000000,1115987.00,1088324.00,-0.025000000,1.280923883,1.222252295,-0.045804117
Charlotte,Avocados,Hass,"Last 04 Wks",4,"2021-04-18 00:00:00",1493921.00,1558728.00,0.043000000,2007523.00,1816251.00,-0.095000000,1.343794618,1.165213559,-0.132893120
Chicago,Avocados,Hass,"Last 04 Wks",4,"2021-04-18 00:00:00",3306047.00,3251986.00,-0.016000000,5531940.00,4928119.00,-0.109000000,1.673279297,1.515418271,-0.094342305
Cincinnati/Dayton,Avocados,Hass,"Last 04 Wks",4,"2021-04-18 00:00:00",1389880.00,1211096.00,-0.129000000,1499483.00,1508890.00,0.006000000,1.078857887,1.245888022,0.154821258
Columbus,Avocados,Hass,"Last 04 Wks",4,"2021-04-18 00:00:00",1091094.00,994709.00,-0.088000000,1219844.00,1185708.00,-0.028000000,1.118000832,1.192014951,0.066202204
"Dallas/Ft. Worth",Avocados,Hass,"Last 04 Wks",4,"2021-04-18 00:00:00",6734267.00,6197816.00,-0.080000000,6399986.00,5600610.00,-0.125000000,0.950361190,0.903642509,-0.049158869
Denver,Avocados,Hass,"Last 04 Wks",4,"2021-04-18 00:00:00",4329622.00,4162630.00,-0.039000000,5449426.00,4891467.00,-0.102000000,1.258637821,1.175090508,-0.066379154
Detroit,Avocados,Hass,"Last 04 Wks",4,"2021-04-18 00:00:00",1970860.00,1795297.00,-0.089000000,2361417.00,2220247.00,-0.060000000,1.198165775,1.236701782,0.032162500
"Grand Rapids",Avocados,Hass,"Last 04 Wks",4,"2021-04-18 00:00:00",726657.00,723871.00,-0.004000000,1084752.00,1038998.00,-0.042000000,1.492797840,1.435335854,-0.038492812
Harrisburg/Scranton,Avocados,Hass,"Last 04 Wks",4,"2021-04-18 00:00:00",1471132.00,1823452.00,0.239000000,1819449.00,1985680.00,0.091000000,1.236768013,1.088967519,-0.119505431
Hartford/Springfield,Avocados,Hass,"Last 04 Wks",4,"2021-04-18 00:00:00",1474409.00,1710065.00,0.160000000,2395355.00,2276804.00,-0.049000000,1.624620441,1.331413718,-0.180477061
Houston,Avocados,Hass,"Last 04 Wks",4,"2021-04-18 00:00:00",5624822.00,4581840.00,-0.185000000,5051825.00,4149522.00,-0.179000000,0.898130643,0.905645330,0.008367031
Indianapolis,Avocados,Hass,"Last 04 Wks",4,"2021-04-18 00:00:00",1118432.00,1044616.00,-0.066000000,1217473.00,1175025.00,-0.035000000,1.088553439,1.124839175,0.033333904
Jacksonville,Avocados,Hass,"Last 04 Wks",4,"2021-04-18 00:00:00",929290.00,1007048.00,0.084000000,1211661.00,1123218.00,-0.073000000,1.303856708,1.115356964,-0.144570905
"Las Vegas",Avocados,Hass,"Last 04 Wks",4,"2021-04-18 00:00:00",1593505.00,1537781.00,-0.035000000,1814036.00,1747349.00,-0.037000000,1.138393667,1.136279483,-0.001857164
"Los Angeles",Avocados,Hass,"Last 04 Wks",4,"2021-04-18 00:00:00",11833888.00,12233420.00,0.034000000,16445203.00,16073678.00,-0.023000000,1.389670326,1.313915324,-0.054512931
Louisville,Avocados,Hass,"Last 04 Wks",4,"2021-04-18 00:00:00",570216.00,546181.00,-0.042000000,588160.00,638086.00,0.085000000,1.031468777,1.168268395,0.132626039
"Miami/FT. Lauderdale",Avocados,Hass,"Last 04 Wks",4,"2021-04-18 00:00:00",4025890.00,4492354.00,0.116000000,5315240.00,4919316.00,-0.074000000,1.320264587,1.095041931,-0.170589031
Nashville,Avocados,Hass,"Last 04 Wks",4,"2021-04-18 00:00:00",1291516.00,1259389.00,-0.025000000,1392006.00,1447865.00,0.040000000,1.077807786,1.149656699,0.066662084
"Northern New England",Avocados,Hass,"Last 04 Wks",4,"2021-04-18 00:00:00",2065022.00,2281613.00,0.105000000,2770230.00,2623164.00,-0.053000000,1.341501446,1.149697166,-0.142977319
"New Orleans/Mobile",Avocados,Hass,"Last 04 Wks",4,"2021-04-18 00:00:00",1235109.00,1432362.00,0.160000000,1274651.00,1374590.00,0.078000000,1.032014988,0.959666621,-0.070103989
"New York",Avocados,Hass,"Last 04 Wks",4,"2021-04-18 00:00:00",7503425.00,8616753.00,0.148000000,12642619.00,11184042.00,-0.115000000,1.684913090,1.297941580,-0.229668529
Orlando,Avocados,Hass,"Last 04 Wks",4,"2021-04-18 00:00:00",2350047.00,2589420.00,0.102000000,2833795.00,2782218.00,-0.018000000,1.205846096,1.074456056,-0.108960870
Peoria/Springfield,Avocados,Hass,"Last 04 Wks",4,"2021-04-18 00:00:00",525431.00,530527.00,0.010000000,614059.00,583895.00,-0.049000000,1.168676763,1.100594315,-0.058256012
Philadelphia,Avocados,Hass,"Last 04 Wks",4,"2021-04-18 00:00:00",2480627.00,2816032.00,0.135000000,3620755.00,3248880.00,-0.103000000,1.459612832,1.153708481,-0.209579105
Phoenix/Tucson,Avocados,Hass,"Last 04 Wks",4,"2021-04-18 00:00:00",5219265.00,5377485.00,0.030000000,5176873.00,4902485.00,-0.053000000,0.991877784,0.911668745,-0.080865849
Pittsburgh,Avocados,Hass,"Last 04 Wks",4,"2021-04-18 00:00:00",599253.00,570915.00,-0.047000000,708262.00,693217.00,-0.021000000,1.181908142,1.214221031,0.027339594
Portland,Avocados,Hass,"Last 04 Wks",4,"2021-04-18 00:00:00",2893611.00,2747281.00,-0.051000000,4142372.00,3945175.00,-0.048000000,1.431558008,1.436028932,0.003123117
Providence,Avocados,Hass,"Last 04 Wks",4,"2021-04-18 00:00:00",403857.00,425721.00,0.054000000,662698.00,647226.00,-0.023000000,1.640922406,1.520305552,-0.073505519
Raleigh/Greensboro,Avocados,Hass,"Last 04 Wks",4,"2021-04-18 00:00:00",1923929.00,1992551.00,0.036000000,2413111.00,2241645.00,-0.071000000,1.254261982,1.125012609,-0.103048146
Richmond/Norfolk,Avocados,Hass,"Last 04 Wks",4,"2021-04-18 00:00:00",1477635.00,1488667.00,0.007000000,1648429.00,1654703.00,0.004000000,1.115586055,1.111533338,-0.003632814
Roanoke,Avocados,Hass,"Last 04 Wks",4,"2021-04-18 00:00:00",804762.00,878860.00,0.092000000,873055.00,938315.00,0.075000000,1.084861114,1.067650138,-0.015864682
Sacramento,Avocados,Hass,"Last 04 Wks",4,"2021-04-18 00:00:00",2004887.00,2011457.00,0.003000000,3063528.00,3036818.00,-0.009000000,1.528030258,1.509760338,-0.011956517
"San Diego",Avocados,Hass,"Last 04 Wks",4,"2021-04-18 00:00:00",2163439.00,2194357.00,0.014000000,3040893.00,2980173.00,-0.020000000,1.405582963,1.358107637,-0.033776253
"San Francisco",Avocados,Hass,"Last 04 Wks",4,"2021-04-18 00:00:00",3821731.00,3438910.00,-0.100000000,5927547.00,5400439.00,-0.089000000,1.551011047,1.570392653,0.012496111
Seattle,Avocados,Hass,"Last 04 Wks",4,"2021-04-18 00:00:00",2627704.00,2421906.00,-0.078000000,4695563.00,4084862.00,-0.130000000,1.786945181,1.686631108,-0.056137186
"South Carolina",Avocados,Hass,"Last 04 Wks",4,"2021-04-18 00:00:00",2177371.00,2261721.00,0.039000000,2687771.00,2646848.00,-0.015000000,1.234411132,1.170280508,-0.051952402
Spokane,Avocados,Hass,"Last 04 Wks",4,"2021-04-18 00:00:00",334471.00,338754.00,0.013000000,486180.00,470449.00,-0.032000000,1.453578935,1.388762937,-0.044590628
"St. Louis",Avocados,Hass,"Last 04 Wks",4,"2021-04-18 00:00:00",902090.00,909637.00,0.008000000,1214968.00,940922.00,-0.226000000,1.346836790,1.034392840,-0.231983528
Syracuse,Avocados,Hass,"Last 04 Wks",4,"2021-04-18 00:00:00",366299.00,413031.00,0.128000000,486748.00,484241.00,-0.005000000,1.328826997,1.172408366,-0.117711809
Tampa,Avocados,Hass,"Last 04 Wks",4,"2021-04-18 00:00:00",2368549.00,2677695.00,0.131000000,2885529.00,2706230.00,-0.062000000,1.218268653,1.010656553,-0.170415695
Toledo,Avocados,Hass,"Last 04 Wks",4,"2021-04-18 00:00:00",610917.00,560097.00,-0.083000000,661711.00,634288.00,-0.041000000,1.083143864,1.132460984,0.045531459
"West Tex/New Mexico",Avocados,Hass,"Last 04 Wks",4,"2021-04-18 00:00:00",3907743.00,4006903.00,0.025000000,3901862.00,3736608.00,-0.042000000,0.998495039,0.932542664,-0.066051780
Wichita,Avocados,Hass,"Last 04 Wks",4,"2021-04-18 00:00:00",499500.00,470036.00,-0.059000000,478795.00,436262.00,-0.089000000,0.958548549,0.928145929,-0.031717349
"Total U.S.",Avocados,Hass,"Last 04 Wks",5,"2021-05-16 00:00:00",195446677.50,176786098.90,-0.095476571,232829307.20,204358980.70,-0.122279823,1.191267665,1.155967477,-0.029632457
California,Avocados,Hass,"Last 04 Wks",5,"2021-05-16 00:00:00",29202650.82,26196059.38,-0.102956114,38520895.57,34655149.70,-0.100354517,1.319089004,1.322914611,0.002900189
"Great Lakes",Avocados,Hass,"Last 04 Wks",5,"2021-05-16 00:00:00",20131628.85,18480365.25,-0.082023348,24733541.92,20654509.86,-0.164919043,1.228591194,1.117646193,-0.090302618
Midsouth,Avocados,Hass,"Last 04 Wks",5,"2021-05-16 00:00:00",20482873.94,18374362.76,-0.102940202,24007560.76,21385322.87,-0.109225503,1.172079701,1.163867458,-0.007006557
Northeast,Avocados,Hass,"Last 04 Wks",5,"2021-05-16 00:00:00",26999217.92,25614840.17,-0.051274735,39599481.77,32328093.08,-0.183623330,1.466689957,1.262084513,-0.139501497
Plains,Avocados,Hass,"Last 04 Wks",5,"2021-05-16 00:00:00",10086459.55,8653842.17,-0.142033721,11324887.77,9929165.44,-0.123243811,1.122781261,1.147370757,0.021900522
"South Central",Avocados,Hass,"Last 04 Wks",5,"2021-05-16 00:00:00",28902395.64,24752963.77,-0.143567056,26901532.94,22714313.86,-0.155649832,0.930771735,0.917640169,-0.014108256
Southeast,Avocados,Hass,"Last 04 Wks",5,"2021-05-16 00:00:00",25144902.05,23818567.13,-0.052747667,28965146.27,27400799.08,-0.054007916,1.151929175,1.150396618,-0.001330426
West,Avocados,Hass,"Last 04 Wks",5,"2021-05-16 00:00:00",34496548.78,30895098.29,-0.104400313,38776260.23,35291626.82,-0.089865124,1.124062018,1.142305051,0.016229561
Albany,Avocados,Hass,"Last 04 Wks",5,"2021-05-16 00:00:00",666393.32,634034.58,-0.048558024,973819.23,652389.11,-0.330071642,1.461328008,1.028948793,-0.295881016
Atlanta,Avocados,Hass,"Last 04 Wks",5,"2021-05-16 00:00:00",3731818.22,3242549.70,-0.131107276,4180937.37,3675560.40,-0.120876475,1.120348613,1.133540187,0.011774526
Baltimore/Washington,Avocados,Hass,"Last 04 Wks",5,"2021-05-16 00:00:00",5277054.17,4436916.49,-0.159205809,7288092.21,5837373.78,-0.199053249,1.381091036,1.315637513,-0.047392620
Birmingham/Montgomery,Avocados,Hass,"Last 04 Wks",5,"2021-05-16 00:00:00",1581218.28,1451374.64,-0.082116200,1731579.01,1579756.39,-0.087678712,1.095091698,1.088455281,-0.006060148
Boise,Avocados,Hass,"Last 04 Wks",5,"2021-05-16 00:00:00",538149.61,526096.29,-0.022397696,749576.92,696274.32,-0.071110239,1.392878314,1.323473154,-0.049828589
Boston,Avocados,Hass,"Last 04 Wks",5,"2021-05-16 00:00:00",3278047.61,2800507.88,-0.145678094,5257885.27,4119067.76,-0.216592309,1.603968552,1.470828841,-0.083006434
Buffalo/Rochester,Avocados,Hass,"Last 04 Wks",5,"2021-05-16 00:00:00",1022027.93,886967.62,-0.132149329,1270903.38,1122499.70,-0.116770229,1.243511402,1.265547550,0.017720905
Charlotte,Avocados,Hass,"Last 04 Wks",5,"2021-05-16 00:00:00",1785654.70,1567688.15,-0.122065339,2124284.49,1850203.95,-0.129022524,1.189639015,1.180211732,-0.007924490
Chicago,Avocados,Hass,"Last 04 Wks",5,"2021-05-16 00:00:00",4601201.50,4241347.74,-0.078208650,6261915.51,4922790.37,-0.213852317,1.360930512,1.160666532,-0.147152245
Cincinnati/Dayton,Avocados,Hass,"Last 04 Wks",5,"2021-05-16 00:00:00",1562052.03,1396754.71,-0.105820623,1907806.68,1539094.88,-0.193264760,1.221346433,1.101907777,-0.097792611
Columbus,Avocados,Hass,"Last 04 Wks",5,"2021-05-16 00:00:00",1252498.49,1139740.70,-0.090026285,1417637.87,1177964.26,-0.169065467,1.131847968,1.033537066,-0.086858752
"Dallas/Ft. Worth",Avocados,Hass,"Last 04 Wks",5,"2021-05-16 00:00:00",7255955.20,6136501.06,-0.154280740,6693853.55,5683187.18,-0.150984236,0.922532371,0.926128282,0.003897870
Denver,Avocados,Hass,"Last 04 Wks",5,"2021-05-16 00:00:00",4944800.18,4386489.66,-0.112908611,5946792.82,5077654.12,-0.146152510,1.202635619,1.157566647,-0.037475168
Detroit,Avocados,Hass,"Last 04 Wks",5,"2021-05-16 00:00:00",2240983.97,2142323.11,-0.044025689,2692451.97,2265561.55,-0.158550803,1.201459715,1.057525605,-0.119799364
"Grand Rapids",Avocados,Hass,"Last 04 Wks",5,"2021-05-16 00:00:00",859779.91,821529.48,-0.044488637,1295150.28,1111760.17,-0.141597549,1.506374195,1.353280924,-0.101630306
Harrisburg/Scranton,Avocados,Hass,"Last 04 Wks",5,"2021-05-16 00:00:00",1761572.03,1797775.95,0.020552047,2218696.10,2075177.40,-0.064686055,1.259497798,1.154302574,-0.083521563
Hartford/Springfield,Avocados,Hass,"Last 04 Wks",5,"2021-05-16 00:00:00",1721879.90,1695963.12,-0.015051447,2706251.13,2284412.64,-0.155875586,1.571684022,1.346970711,-0.142976137
Houston,Avocados,Hass,"Last 04 Wks",5,"2021-05-16 00:00:00",5726998.86,4775415.97,-0.166157339,5252629.51,4070217.03,-0.225108677,0.917169645,0.852327223,-0.070698395
Indianapolis,Avocados,Hass,"Last 04 Wks",5,"2021-05-16 00:00:00",1267295.33,1143368.37,-0.097788537,1468301.29,1210112.75,-0.175841664,1.158610201,1.058375221,-0.086513118
Jacksonville,Avocados,Hass,"Last 04 Wks",5,"2021-05-16 00:00:00",1079354.56,1007798.53,-0.066295204,1314505.99,1224299.66,-0.068623752,1.217863001,1.214825796,-0.002493880
"Las Vegas",Avocados,Hass,"Last 04 Wks",5,"2021-05-16 00:00:00",1896803.61,1613110.99,-0.149563517,2025980.42,1829151.00,-0.097152678,1.068102365,1.133927552,0.061628164
"Los Angeles",Avocados,Hass,"Last 04 Wks",5,"2021-05-16 00:00:00",13661901.71,12038093.98,-0.118856640,17448826.21,15821145.69,-0.093283095,1.277188680,1.314256702,0.029023137
Louisville,Avocados,Hass,"Last 04 Wks",5,"2021-05-16 00:00:00",625725.80,571480.33,-0.086692079,680166.91,635857.42,-0.065145029,1.087004738,1.112649698,0.023592316
"Miami/FT. Lauderdale",Avocados,Hass,"Last 04 Wks",5,"2021-05-16 00:00:00",4636604.25,4494206.26,-0.030711697,5741971.48,5400298.25,-0.059504515,1.238400168,1.201613352,-0.029705112
Nashville,Avocados,Hass,"Last 04 Wks",5,"2021-05-16 00:00:00",1447423.45,1298483.94,-0.102899754,1538120.09,1519113.19,-0.012357231,1.062660749,1.169912960,0.100927988
"Northern New England",Avocados,Hass,"Last 04 Wks",5,"2021-05-16 00:00:00",2423380.58,2353802.49,-0.028711172,3260658.34,2626090.21,-0.194613499,1.345499902,1.115679936,-0.170806379
"New Orleans/Mobile",Avocados,Hass,"Last 04 Wks",5,"2021-05-16 00:00:00",1524892.43,1441150.66,-0.054916510,1541286.21,1441748.23,-0.064581110,1.010750773,1.000414646,-0.010226187
"New York",Avocados,Hass,"Last 04 Wks",5,"2021-05-16 00:00:00",9229536.50,8949431.26,-0.030348787,14420974.63,11520553.53,-0.201125179,1.562480915,1.287294488,-0.176121465
Orlando,Avocados,Hass,"Last 04 Wks",5,"2021-05-16 00:00:00",2638698.05,2568588.37,-0.026569799,3043220.21,3007658.27,-0.011685627,1.153303694,1.170938210,0.015290436
Peoria/Springfield,Avocados,Hass,"Last 04 Wks",5,"2021-05-16 00:00:00",628806.19,588667.25,-0.063833561,726757.56,603674.20,-0.169359587,1.155773556,1.025493101,-0.112721437
Philadelphia,Avocados,Hass,"Last 04 Wks",5,"2021-05-16 00:00:00",2998147.04,2905227.03,-0.030992480,4131604.69,3412090.63,-0.174148815,1.378052721,1.174466090,-0.147735009
Phoenix/Tucson,Avocados,Hass,"Last 04 Wks",5,"2021-05-16 00:00:00",6562784.97,5757181.55,-0.122753286,5591414.09,5079266.07,-0.091595439,0.851988008,0.882248723,0.035517771
Pittsburgh,Avocados,Hass,"Last 04 Wks",5,"2021-05-16 00:00:00",704874.72,587478.31,-0.166549332,769713.03,723990.78,-0.059401687,1.091985576,1.232370228,0.128559072
Portland,Avocados,Hass,"Last 04 Wks",5,"2021-05-16 00:00:00",3323356.22,2970427.60,-0.106196447,4307375.47,3826940.02,-0.111537862,1.296092017,1.288346506,-0.005976050
Providence,Avocados,Hass,"Last 04 Wks",5,"2021-05-16 00:00:00",438753.58,412115.83,-0.060712319,708288.07,644431.82,-0.090155757,1.614318605,1.563715271,-0.031346560
Raleigh/Greensboro,Avocados,Hass,"Last 04 Wks",5,"2021-05-16 00:00:00",2189612.69,2001526.78,-0.085899168,2467761.57,2271969.02,-0.079340140,1.127031086,1.135117972,0.007175388
Richmond/Norfolk,Avocados,Hass,"Last 04 Wks",5,"2021-05-16 00:00:00",1759404.12,1551518.88,-0.118156614,1853906.56,1697569.95,-0.084328201,1.053712754,1.094134251,0.038361021
Roanoke,Avocados,Hass,"Last 04 Wks",5,"2021-05-16 00:00:00",961977.15,906627.23,-0.057537660,993311.46,938956.73,-0.054720731,1.032572819,1.035659081,0.002988904
Sacramento,Avocados,Hass,"Last 04 Wks",5,"2021-05-16 00:00:00",2455297.37,2244159.72,-0.085992699,3312236.09,2969873.33,-0.103363030,1.349016266,1.323378770,-0.019004587
"San Diego",Avocados,Hass,"Last 04 Wks",5,"2021-05-16 00:00:00",2509093.15,2220245.18,-0.115120466,3117605.44,2996507.53,-0.038843246,1.242522798,1.349629112,0.086200684
